person_id,age,age_std,high_contact,quarantine,day,zombies,zombie_prevalence,infection_probability_true,became_exposed
27,19,-1.445224851702957,0,0,0,24,0.016,0.0073715470402726,0
28,20,-1.3801441769039644,1,1,0,24,0.016,0.0078085351861363,0
29,43,0.1167113434728598,1,0,0,24,0.016,0.0196650515566709,0
30,37,-0.2737727053210943,0,1,0,24,0.016,0.0040144021423048,0
31,53,0.7675180914627834,0,0,0,24,0.016,0.0096025940319826,0
32,34,-0.4690147297180713,0,0,0,24,0.016,0.0082838980530467,0
33,30,-0.7293374289140407,0,1,0,24,0.016,0.0038012409998767,0
34,40,-0.0785306809241172,0,0,0,24,0.016,0.0086795742300564,0
35,41,-0.0134500061251248,0,0,0,24,0.016,0.0087473258182817,0
36,51,0.6373567418647987,0,0,0,24,0.016,0.0094544786694206,0
37,68,1.7437282134476688,0,0,0,24,0.016,0.0107895698288352,0
38,38,-0.2086920305221019,0,0,0,24,0.016,0.00854563450166,0
39,34,-0.4690147297180713,0,0,0,24,0.016,0.0082838980530467,0
40,46,0.3119533678698369,0,1,0,24,0.016,0.0043060853071325,0
41,29,-0.7944181037130331,1,1,0,24,0.016,0.00837473550505,0
42,53,0.7675180914627834,1,1,0,24,0.016,0.0100924369278631,0
43,65,1.5484861890506916,0,0,0,24,0.016,0.0105410403990274,0
44,23,-1.1849021525069874,0,0,0,24,0.016,0.0076045676723719,0
45,51,0.6373567418647987,0,0,0,24,0.016,0.0094544786694206,0
46,55,0.8976794410607681,0,0,0,24,0.016,0.0097530183506312,0
47,65,1.5484861890506916,0,0,0,24,0.016,0.0105410403990274,0
48,45,0.2468726930708445,0,1,0,24,0.016,0.004272658795606,0
49,47,0.3770340426688293,0,0,0,24,0.016,0.0091650349319314,0
50,59,1.1580021402567375,1,0,0,24,0.016,0.022253089825429,0
51,70,1.8738895630456531,0,0,0,24,0.016,0.0109584850036005,0
52,55,0.8976794410607681,0,1,0,24,0.016,0.0046189127459521,0
53,50,0.5722760670658064,0,0,0,24,0.016,0.0093812758571063,0
54,42,0.0516306686738674,0,0,0,24,0.016,0.0088156039112424,0
55,49,0.507195392266814,0,0,0,24,0.016,0.0093086371620072,0
56,67,1.6786475386486763,1,0,0,24,0.016,0.0236706453752454,0
57,41,-0.0134500061251248,1,1,0,24,0.016,0.0091937429830494,0
58,63,1.418324839452707,0,0,0,24,0.016,0.0103785259409895,0
59,28,-0.8594987785120255,0,0,0,24,0.016,0.0079061875707054,0
60,24,-1.119821477707995,0,0,0,24,0.016,0.0076639603772508,0
61,62,1.3532441646537146,0,0,0,24,0.016,0.0102982058057782,0
62,32,-0.5991760793160561,1,1,0,24,0.016,0.0085724107810752,0
63,19,-1.445224851702957,0,0,0,24,0.016,0.0073715470402726,0
64,38,-0.2086920305221019,1,0,0,24,0.016,0.018919131987553,0
65,37,-0.2737727053210943,0,1,0,24,0.016,0.0040144021423048,0
66,62,1.3532441646537146,0,0,0,24,0.016,0.0102982058057782,0
67,56,0.9627601158597604,0,0,0,24,0.016,0.0098291074824349,0
68,46,0.3119533678698369,0,0,0,24,0.016,0.0090940628815306,0
69,60,1.2230828150557298,0,0,0,24,0.016,0.0101394159895336,0
70,64,1.4834055142516993,1,1,0,24,0.016,0.0109927795293692,0
71,55,0.8976794410607681,0,0,0,24,0.016,0.0097530183506312,0
72,38,-0.2086920305221019,0,0,0,24,0.016,0.00854563450166,0
73,45,0.2468726930708445,1,1,0,24,0.016,0.0094840890119679,0
74,34,-0.4690147297180713,0,0,0,24,0.016,0.0082838980530467,0
75,41,-0.0134500061251248,0,0,0,24,0.016,0.0087473258182817,0
76,25,-1.0547408029090026,1,1,0,24,0.016,0.0081182119087026,0
77,24,-1.119821477707995,0,1,0,24,0.016,0.0036275468585096,0
78,46,0.3119533678698369,0,0,0,24,0.016,0.0090940628815306,0
79,30,-0.7293374289140407,0,0,0,24,0.016,0.0080301455865348,0
80,41,-0.0134500061251248,0,0,0,24,0.016,0.0087473258182817,0
81,50,0.5722760670658064,0,0,0,24,0.016,0.0093812758571063,0
82,52,0.702437416663791,1,0,0,24,0.016,0.0210817879361052,0
83,46,0.3119533678698369,0,0,0,24,0.016,0.0090940628815306,0
84,42,0.0516306686738674,0,0,0,24,0.016,0.0088156039112424,0
85,36,-0.3388533801200866,0,0,0,24,0.016,0.0084137528944411,0
86,56,0.9627601158597604,1,0,0,24,0.016,0.0217434252153767,0
87,66,1.613566863849684,0,0,0,24,0.016,0.0106232443222624,0
88,62,1.3532441646537146,0,0,0,24,0.016,0.0102982058057782,0
89,41,-0.0134500061251248,1,0,0,24,0.016,0.0193632523892741,0
90,79,2.4596156362365846,0,0,0,24,0.016,0.0117517334229505,0
91,40,-0.0785306809241172,0,0,0,24,0.016,0.0086795742300564,0
92,55,0.8976794410607681,1,1,0,24,0.016,0.0102504948375969,0
93,28,-0.8594987785120255,0,0,0,24,0.016,0.0079061875707054,0
94,30,-0.7293374289140407,0,0,0,24,0.016,0.0080301455865348,0
95,42,0.0516306686738674,0,1,0,24,0.016,0.0041739248353936,0
96,18,-1.5103055265019492,1,1,0,24,0.016,0.0076879848051639,0
97,36,-0.3388533801200866,1,1,0,24,0.016,0.0088432223152153,0
98,61,1.2881634898547225,0,1,0,24,0.016,0.0048399600461691,0
99,39,-0.1436113557231096,1,1,0,24,0.016,0.0090519050900587,0
100,38,-0.2086920305221019,1,0,0,24,0.016,0.018919131987553,0
101,46,0.3119533678698369,0,0,0,24,0.016,0.0090940628815306,0
102,29,-0.7944181037130331,0,1,0,24,0.016,0.003771725977252,0
103,46,0.3119533678698369,0,1,0,24,0.016,0.0043060853071325,0
104,48,0.4421147174678216,0,0,0,24,0.016,0.0092365582781857,0
105,33,-0.5340954045170637,1,0,0,24,0.016,0.0182012426718479,0
106,27,-0.924579453311018,0,0,0,24,0.016,0.0078449251294661,0
107,43,0.1167113434728598,0,1,0,24,0.016,0.0042065805491914,0
108,24,-1.119821477707995,0,0,0,24,0.016,0.0076639603772508,0
109,52,0.702437416663791,1,1,0,24,0.016,0.0100143196349213,0
110,50,0.5722760670658064,1,0,0,24,0.016,0.020758477190041,0
111,25,-1.0547408029090026,0,0,0,24,0.016,0.0077238151397098,0
112,24,-1.119821477707995,1,0,0,24,0.016,0.0169764023513879,0
113,38,-0.2086920305221019,0,0,0,24,0.016,0.00854563450166,0
114,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
115,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
116,34,-0.4690147297180713,0,1,0,24,0.016,0.0039216242999944,0
117,57,1.0278407906587528,0,0,0,24,0.016,0.0099057872570023,0
118,43,0.1167113434728598,0,0,0,24,0.016,0.0088844125634461,0
119,38,-0.2086920305221019,0,1,0,24,0.016,0.004045812328562,0
120,70,1.8738895630456531,1,1,0,24,0.016,0.0115170908967987,0
121,35,-0.403934054919079,0,0,0,24,0.016,0.0083485740693098,0
122,45,0.2468726930708445,0,1,0,24,0.016,0.004272658795606,0
123,46,0.3119533678698369,0,0,0,24,0.016,0.0090940628815306,0
124,64,1.4834055142516993,1,0,0,24,0.016,0.0231288999155591,0
125,27,-0.924579453311018,0,0,0,24,0.016,0.0078449251294661,0
126,30,-0.7293374289140407,0,0,0,24,0.016,0.0080301455865348,0
127,45,0.2468726930708445,1,0,0,24,0.016,0.0199715065552821,0
128,37,-0.2737727053210943,1,1,0,24,0.016,0.0089122455674192,0
129,46,0.3119533678698369,0,0,0,24,0.016,0.0090940628815306,0
130,50,0.5722760670658064,1,1,0,24,0.016,0.0098598852699214,0
131,82,2.654857660633562,1,1,0,24,0.016,0.0126414408389933,0
132,40,-0.0785306809241172,1,1,0,24,0.016,0.0091225496486507,0
133,39,-0.1436113557231096,1,1,0,24,0.016,0.0090519050900587,0
134,27,-0.924579453311018,0,0,0,24,0.016,0.0078449251294661,0
135,31,-0.6642567541150485,1,1,0,24,0.016,0.0085060081599921,0
136,54,0.8325987662617758,0,0,0,24,0.016,0.0096775153573464,0
137,52,0.702437416663791,1,1,0,24,0.016,0.0100143196349213,0
138,20,-1.3801441769039644,0,0,0,24,0.016,0.0074291266427,0
139,29,-0.7944181037130331,0,0,0,24,0.016,0.0079679264978074,0
140,34,-0.4690147297180713,1,0,0,24,0.016,0.0183426282618561,0
141,38,-0.2086920305221019,0,0,0,24,0.016,0.00854563450166,0
142,38,-0.2086920305221019,0,0,0,24,0.016,0.00854563450166,0
143,28,-0.8594987785120255,0,0,0,24,0.016,0.0079061875707054,0
144,42,0.0516306686738674,0,0,0,24,0.016,0.0088156039112424,0
145,54,0.8325987662617758,0,0,0,24,0.016,0.0096775153573464,0
146,54,0.8325987662617758,0,0,0,24,0.016,0.0096775153573464,0
147,35,-0.403934054919079,1,1,0,24,0.016,0.0087747312620547,0
148,55,0.8976794410607681,0,0,0,24,0.016,0.0097530183506312,1
149,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
150,40,-0.0785306809241172,0,0,0,24,0.016,0.0086795742300564,0
151,55,0.8976794410607681,0,0,0,24,0.016,0.0097530183506312,0
152,44,0.1817920182718521,0,0,0,24,0.016,0.0089537558600408,0
153,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
154,26,-0.9896601281100104,0,0,0,24,0.016,0.0077841355260039,0
155,21,-1.315063502104972,0,0,0,24,0.016,0.0074871543045411,0
156,58,1.0929214654577453,0,0,0,24,0.016,0.0099830622124672,0
157,38,-0.2086920305221019,0,0,0,24,0.016,0.00854563450166,0
158,36,-0.3388533801200866,0,0,0,24,0.016,0.0084137528944411,0
159,41,-0.0134500061251248,1,0,0,24,0.016,0.0193632523892741,0
160,54,0.8325987662617758,0,0,0,24,0.016,0.0096775153573464,0
161,26,-0.9896601281100104,0,0,0,24,0.016,0.0077841355260039,0
162,27,-0.924579453311018,0,0,0,24,0.016,0.0078449251294661,0
163,19,-1.445224851702957,1,1,0,24,0.016,0.0077480264625486,0
164,54,0.8325987662617758,0,0,0,24,0.016,0.0096775153573464,0
165,20,-1.3801441769039644,0,0,0,24,0.016,0.0074291266427,0
166,18,-1.5103055265019492,1,1,0,24,0.016,0.0076879848051639,0
167,44,0.1817920182718521,0,0,0,24,0.016,0.0089537558600408,0
168,63,1.418324839452707,0,0,0,24,0.016,0.0103785259409895,0
169,39,-0.1436113557231096,0,0,0,24,0.016,0.0086123451224786,0
170,31,-0.6642567541150485,0,0,0,24,0.016,0.0080928485405303,0
171,38,-0.2086920305221019,0,0,0,24,0.016,0.00854563450166,0
172,48,0.4421147174678216,1,1,0,24,0.016,0.0097078207965606,0
173,33,-0.5340954045170637,1,0,0,24,0.016,0.0182012426718479,0
174,51,0.6373567418647987,0,0,0,24,0.016,0.0094544786694206,0
175,48,0.4421147174678216,0,0,0,24,0.016,0.0092365582781857,0
176,69,1.808808888246661,1,1,0,24,0.016,0.0114280103112179,0
177,43,0.1167113434728598,1,1,0,24,0.016,0.0093377929019234,0
178,85,2.8500996850305387,1,0,0,24,0.016,0.0271943673181236,0
179,42,0.0516306686738674,1,1,0,24,0.016,0.0092654893159541,0
180,26,-0.9896601281100104,1,1,0,24,0.016,0.0081815996839624,0
181,29,-0.7944181037130331,0,0,0,24,0.016,0.0079679264978074,0
182,57,1.0278407906587528,1,1,0,24,0.016,0.0104110150560324,0
183,22,-1.2499828273059796,0,0,0,24,0.016,0.0075456334856985,0
184,26,-0.9896601281100104,0,0,0,24,0.016,0.0077841355260039,0
185,50,0.5722760670658064,1,1,0,24,0.016,0.0098598852699214,0
186,43,0.1167113434728598,0,0,0,24,0.016,0.0088844125634461,0
187,50,0.5722760670658064,0,0,0,24,0.016,0.0093812758571063,0
188,61,1.2881634898547225,1,1,0,24,0.016,0.0107395947751609,0
189,27,-0.924579453311018,0,0,0,24,0.016,0.0078449251294661,0
190,52,0.702437416663791,0,0,0,24,0.016,0.0095282499373484,0
191,62,1.3532441646537146,0,0,0,24,0.016,0.0102982058057782,0
192,50,0.5722760670658064,1,0,0,24,0.016,0.020758477190041,0
193,85,2.8500996850305387,0,0,0,24,0.016,0.0123120180058651,0
194,53,0.7675180914627834,1,1,0,24,0.016,0.0100924369278631,0
195,69,1.808808888246661,0,0,0,24,0.016,0.0108737012301838,0
196,32,-0.5991760793160561,0,1,0,24,0.016,0.0038609644003367,0
197,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
198,46,0.3119533678698369,0,0,0,24,0.016,0.0090940628815306,0
199,41,-0.0134500061251248,0,0,0,24,0.016,0.0087473258182817,0
200,47,0.3770340426688293,0,0,0,24,0.016,0.0091650349319314,0
201,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
202,37,-0.2737727053210943,0,0,0,24,0.016,0.0084794384036943,0
203,37,-0.2737727053210943,1,0,0,24,0.016,0.0187733453160131,0
204,18,-1.5103055265019492,1,1,0,24,0.016,0.0076879848051639,0
205,39,-0.1436113557231096,1,1,0,24,0.016,0.0090519050900587,0
206,56,0.9627601158597604,1,1,0,24,0.016,0.0103304447998979,0
207,57,1.0278407906587528,0,0,0,24,0.016,0.0099057872570023,0
208,73,2.0691315874426306,0,1,0,24,0.016,0.005314210741116,0
209,47,0.3770340426688293,0,0,0,24,0.016,0.0091650349319314,0
210,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
211,26,-0.9896601281100104,0,1,0,24,0.016,0.0036845463039797,0
212,50,0.5722760670658064,0,0,0,24,0.016,0.0093812758571063,0
213,59,1.1580021402567375,0,0,0,24,0.016,0.0100609369210963,0
214,59,1.1580021402567375,0,0,0,24,0.016,0.0100609369210963,0
215,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
216,28,-0.8594987785120255,0,0,0,24,0.016,0.0079061875707054,0
217,39,-0.1436113557231096,0,0,0,24,0.016,0.0086123451224786,0
218,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
219,55,0.8976794410607681,1,1,0,24,0.016,0.0102504948375969,0
220,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,1
221,38,-0.2086920305221019,0,0,0,24,0.016,0.00854563450166,0
222,26,-0.9896601281100104,0,0,0,24,0.016,0.0077841355260039,0
223,21,-1.315063502104972,1,1,0,24,0.016,0.0078695145802093,0
224,45,0.2468726930708445,0,0,0,24,0.016,0.0090236379170367,0
225,44,0.1817920182718521,0,0,0,24,0.016,0.0089537558600408,0
226,55,0.8976794410607681,0,0,0,24,0.016,0.0097530183506312,0
227,48,0.4421147174678216,0,0,0,24,0.016,0.0092365582781857,0
228,26,-0.9896601281100104,0,0,0,24,0.016,0.0077841355260039,0
229,27,-0.924579453311018,1,1,0,24,0.016,0.0082454803369526,0
230,18,-1.5103055265019492,1,1,0,24,0.016,0.0076879848051639,0
231,73,2.0691315874426306,0,0,0,24,0.016,0.0112168007580187,0
232,69,1.808808888246661,0,0,0,24,0.016,0.0108737012301838,0
233,18,-1.5103055265019492,1,0,0,24,0.016,0.0162056023451665,0
234,64,1.4834055142516993,0,1,0,24,0.016,0.0049544098028364,0
235,18,-1.5103055265019492,1,0,0,24,0.016,0.0162056023451665,0
236,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
237,40,-0.0785306809241172,0,0,0,24,0.016,0.0086795742300564,0
238,26,-0.9896601281100104,1,1,0,24,0.016,0.0081815996839624,0
239,28,-0.8594987785120255,0,0,0,24,0.016,0.0079061875707054,0
240,62,1.3532441646537146,1,1,0,24,0.016,0.0108233386329715,0
241,18,-1.5103055265019492,1,1,0,24,0.016,0.0076879848051639,0
242,38,-0.2086920305221019,0,0,0,24,0.016,0.00854563450166,0
243,34,-0.4690147297180713,0,0,0,24,0.016,0.0082838980530467,0
244,84,2.7850190102315464,0,0,0,24,0.016,0.0122168270203447,0
245,58,1.0929214654577453,0,0,0,24,0.016,0.0099830622124672,0
246,29,-0.7944181037130331,0,0,0,24,0.016,0.0079679264978074,0
247,38,-0.2086920305221019,1,1,0,24,0.016,0.0089818051162037,0
248,54,0.8325987662617758,0,0,0,24,0.016,0.0096775153573464,0
249,26,-0.9896601281100104,0,1,0,24,0.016,0.0036845463039797,0
250,51,0.6373567418647987,1,1,0,24,0.016,0.0099368039442966,0
251,36,-0.3388533801200866,0,0,0,24,0.016,0.0084137528944411,0
252,24,-1.119821477707995,1,1,0,24,0.016,0.0080553132397177,0
253,47,0.3770340426688293,1,1,0,24,0.016,0.00963266599562,0
254,42,0.0516306686738674,1,1,0,24,0.016,0.0092654893159541,0
255,29,-0.7944181037130331,0,0,0,24,0.016,0.0079679264978074,0
256,59,1.1580021402567375,0,0,0,24,0.016,0.0100609369210963,0
257,39,-0.1436113557231096,0,1,0,24,0.016,0.0040774677764665,0
258,44,0.1817920182718521,0,0,0,24,0.016,0.0089537558600408,0
259,51,0.6373567418647987,0,0,0,24,0.016,0.0094544786694206,0
260,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
261,48,0.4421147174678216,0,0,0,24,0.016,0.0092365582781857,0
262,32,-0.5991760793160561,0,0,0,24,0.016,0.0081560390915209,0
263,55,0.8976794410607681,0,0,0,24,0.016,0.0097530183506312,0
264,25,-1.0547408029090026,0,1,0,24,0.016,0.0036559357025403,0
265,44,0.1817920182718521,1,1,0,24,0.016,0.0094106580276051,0
266,21,-1.315063502104972,0,1,0,24,0.016,0.0035436938109388,0
267,25,-1.0547408029090026,0,1,0,24,0.016,0.0036559357025403,0
268,22,-1.2499828273059796,0,0,0,24,0.016,0.0075456334856985,0
269,54,0.8325987662617758,0,0,0,24,0.016,0.0096775153573464,0
270,27,-0.924579453311018,0,0,0,24,0.016,0.0078449251294661,0
271,31,-0.6642567541150485,0,0,0,24,0.016,0.0080928485405303,0
272,50,0.5722760670658064,0,0,0,24,0.016,0.0093812758571063,0
273,49,0.507195392266814,1,0,0,24,0.016,0.0205986662813442,0
274,41,-0.0134500061251248,1,1,0,24,0.016,0.0091937429830494,0
275,53,0.7675180914627834,0,0,0,24,0.016,0.0096025940319826,0
276,34,-0.4690147297180713,0,0,0,24,0.016,0.0082838980530467,0
277,42,0.0516306686738674,0,0,0,24,0.016,0.0088156039112424,0
278,67,1.6786475386486763,1,1,0,24,0.016,0.0112518990743941,0
279,31,-0.6642567541150485,0,0,0,24,0.016,0.0080928485405303,0
280,46,0.3119533678698369,0,0,0,24,0.016,0.0090940628815306,0
281,26,-0.9896601281100104,0,0,0,24,0.016,0.0077841355260039,0
282,26,-0.9896601281100104,1,1,0,24,0.016,0.0081815996839624,0
283,59,1.1580021402567375,1,0,0,24,0.016,0.022253089825429,0
284,43,0.1167113434728598,0,1,0,24,0.016,0.0042065805491914,0
285,57,1.0278407906587528,0,0,0,24,0.016,0.0099057872570023,0
286,60,1.2230828150557298,0,0,0,24,0.016,0.0101394159895336,0
287,18,-1.5103055265019492,1,1,0,24,0.016,0.0076879848051639,0
288,30,-0.7293374289140407,0,1,0,24,0.016,0.0038012409998767,0
289,22,-1.2499828273059796,0,0,0,24,0.016,0.0075456334856985,0
290,54,0.8325987662617758,0,0,0,24,0.016,0.0096775153573464,0
291,22,-1.2499828273059796,0,0,0,24,0.016,0.0075456334856985,0
292,31,-0.6642567541150485,0,1,0,24,0.016,0.0038309865430917,0
293,57,1.0278407906587528,0,0,0,24,0.016,0.0099057872570023,0
294,46,0.3119533678698369,0,0,0,24,0.016,0.0090940628815306,0
295,50,0.5722760670658064,0,0,0,24,0.016,0.0093812758571063,0
296,44,0.1817920182718521,0,0,0,24,0.016,0.0089537558600408,0
297,36,-0.3388533801200866,1,0,0,24,0.016,0.0186286713461065,0
298,50,0.5722760670658064,0,0,0,24,0.016,0.0093812758571063,0
299,38,-0.2086920305221019,0,0,0,24,0.016,0.00854563450166,0
300,27,-0.924579453311018,0,0,0,24,0.016,0.0078449251294661,0
301,39,-0.1436113557231096,1,1,0,24,0.016,0.0090519050900587,0
302,72,2.0040509126436383,0,0,0,24,0.016,0.0111300297097923,0
303,55,0.8976794410607681,1,1,0,24,0.016,0.0102504948375969,0
304,31,-0.6642567541150485,1,1,0,24,0.016,0.0085060081599921,0
305,44,0.1817920182718521,0,0,0,24,0.016,0.0089537558600408,0
306,55,0.8976794410607681,1,0,0,24,0.016,0.0215761154524221,0
307,28,-0.8594987785120255,0,0,0,24,0.016,0.0079061875707054,0
308,46,0.3119533678698369,0,0,0,24,0.016,0.0090940628815306,0
309,56,0.9627601158597604,0,0,0,24,0.016,0.0098291074824349,0
310,30,-0.7293374289140407,0,0,0,24,0.016,0.0080301455865348,0
311,51,0.6373567418647987,0,0,0,24,0.016,0.0094544786694206,0
312,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
313,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
314,49,0.507195392266814,1,1,0,24,0.016,0.0097835590599593,0
315,57,1.0278407906587528,0,1,0,24,0.016,0.0046914527611718,0
316,21,-1.315063502104972,0,0,0,24,0.016,0.0074871543045411,0
317,38,-0.2086920305221019,1,1,0,24,0.016,0.0089818051162037,0
318,55,0.8976794410607681,0,0,0,24,0.016,0.0097530183506312,0
319,34,-0.4690147297180713,1,1,0,24,0.016,0.0087067683411297,0
320,32,-0.5991760793160561,1,1,0,24,0.016,0.0085724107810752,0
321,32,-0.5991760793160561,0,0,0,24,0.016,0.0081560390915209,0
322,64,1.4834055142516993,1,1,0,24,0.016,0.0109927795293692,0
323,47,0.3770340426688293,0,0,0,24,0.016,0.0091650349319314,0
324,68,1.7437282134476688,1,0,0,24,0.016,0.023853998093595,0
325,48,0.4421147174678216,1,1,0,24,0.016,0.0097078207965606,0
326,64,1.4834055142516993,1,1,0,24,0.016,0.0109927795293692,0
327,46,0.3119533678698369,0,0,0,24,0.016,0.0090940628815306,0
328,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
329,32,-0.5991760793160561,0,0,0,24,0.016,0.0081560390915209,0
330,42,0.0516306686738674,0,0,0,24,0.016,0.0088156039112424,0
331,44,0.1817920182718521,0,0,0,24,0.016,0.0089537558600408,0
332,55,0.8976794410607681,0,0,0,24,0.016,0.0097530183506312,0
333,58,1.0929214654577453,0,0,0,24,0.016,0.0099830622124672,0
334,62,1.3532441646537146,0,0,0,24,0.016,0.0102982058057782,0
335,84,2.7850190102315464,0,0,0,24,0.016,0.0122168270203447,0
336,34,-0.4690147297180713,1,1,0,24,0.016,0.0087067683411297,0
337,44,0.1817920182718521,1,1,0,24,0.016,0.0094106580276051,0
338,39,-0.1436113557231096,0,1,0,24,0.016,0.0040774677764665,0
339,37,-0.2737727053210943,0,0,0,24,0.016,0.0084794384036943,0
340,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
341,68,1.7437282134476688,1,1,0,24,0.016,0.0113396147727145,0
342,57,1.0278407906587528,0,0,0,24,0.016,0.0099057872570023,0
343,51,0.6373567418647987,0,1,0,24,0.016,0.0044771727151607,0
344,18,-1.5103055265019492,0,1,0,24,0.016,0.0034617757106985,0
345,25,-1.0547408029090026,0,0,0,24,0.016,0.0077238151397098,0
346,30,-0.7293374289140407,1,1,0,24,0.016,0.0084401177068015,0
347,66,1.613566863849684,1,1,0,24,0.016,0.0111648580479901,0
348,49,0.507195392266814,0,0,0,24,0.016,0.0093086371620072,0
349,32,-0.5991760793160561,1,1,0,24,0.016,0.0085724107810752,0
350,65,1.5484861890506916,0,0,0,24,0.016,0.0105410403990274,0
351,38,-0.2086920305221019,0,0,0,24,0.016,0.00854563450166,0
352,34,-0.4690147297180713,0,0,0,24,0.016,0.0082838980530467,0
353,49,0.507195392266814,0,1,0,24,0.016,0.004407938591568,0
354,42,0.0516306686738674,0,0,0,24,0.016,0.0088156039112424,0
355,18,-1.5103055265019492,0,0,0,24,0.016,0.0073144120634616,0
356,45,0.2468726930708445,0,0,0,24,0.016,0.0090236379170367,0
357,41,-0.0134500061251248,0,1,0,24,0.016,0.0041415221005993,0
358,46,0.3119533678698369,0,0,0,24,0.016,0.0090940628815306,0
359,35,-0.403934054919079,1,1,0,24,0.016,0.0087747312620547,0
360,54,0.8325987662617758,0,0,0,24,0.016,0.0096775153573464,0
361,19,-1.445224851702957,0,0,0,24,0.016,0.0073715470402726,0
362,40,-0.0785306809241172,0,1,0,24,0.016,0.0041093703931874,0
363,18,-1.5103055265019492,0,1,0,24,0.016,0.0034617757106985,0
364,60,1.2230828150557298,1,0,0,24,0.016,0.0224255887204084,0
365,35,-0.403934054919079,1,1,0,24,0.016,0.0087747312620547,0
366,55,0.8976794410607681,0,0,0,24,0.016,0.0097530183506312,0
367,49,0.507195392266814,0,0,0,24,0.016,0.0093086371620072,0
368,81,2.589776985834569,0,0,0,24,0.016,0.0119356205932096,0
369,40,-0.0785306809241172,0,0,0,24,0.016,0.0086795742300564,0
370,50,0.5722760670658064,0,0,0,24,0.016,0.0093812758571063,0
371,39,-0.1436113557231096,0,0,0,24,0.016,0.0086123451224786,0
372,23,-1.1849021525069874,0,0,0,24,0.016,0.0076045676723719,0
373,19,-1.445224851702957,1,1,0,24,0.016,0.0077480264625486,0
374,35,-0.403934054919079,1,1,0,24,0.016,0.0087747312620547,0
375,31,-0.6642567541150485,0,0,0,24,0.016,0.0080928485405303,0
376,34,-0.4690147297180713,0,1,0,24,0.016,0.0039216242999944,0
377,40,-0.0785306809241172,0,0,0,24,0.016,0.0086795742300564,0
378,55,0.8976794410607681,0,0,0,24,0.016,0.0097530183506312,0
379,65,1.5484861890506916,1,1,0,24,0.016,0.0110784865635907,0
380,68,1.7437282134476688,0,0,0,24,0.016,0.0107895698288352,0
381,42,0.0516306686738674,1,1,0,24,0.016,0.0092654893159541,0
382,33,-0.5340954045170637,0,0,0,24,0.016,0.0082197209995223,0
383,55,0.8976794410607681,0,1,0,24,0.016,0.0046189127459521,0
