person_id,age,high_contact,quarantine,age_std
68,46,0,0,0.3119533678698369
69,60,0,0,1.2230828150557298
70,64,1,1,1.4834055142516993
71,55,0,0,0.8976794410607681
72,38,0,0,-0.2086920305221019
73,45,1,1,0.2468726930708445
74,34,0,0,-0.4690147297180713
75,41,0,0,-0.0134500061251248
76,25,1,1,-1.0547408029090026
77,24,0,1,-1.119821477707995
78,46,0,0,0.3119533678698369
79,30,0,0,-0.7293374289140407
80,41,0,0,-0.0134500061251248
81,50,0,0,0.5722760670658064
82,52,1,0,0.702437416663791
83,46,0,0,0.3119533678698369
84,42,0,0,0.0516306686738674
85,36,0,0,-0.3388533801200866
86,56,1,0,0.9627601158597604
87,66,0,0,1.613566863849684
88,62,0,0,1.3532441646537146
89,41,1,0,-0.0134500061251248
90,79,0,0,2.4596156362365846
91,40,0,0,-0.0785306809241172
92,55,1,1,0.8976794410607681
93,28,0,0,-0.8594987785120255
94,30,0,0,-0.7293374289140407
95,42,0,1,0.0516306686738674
96,18,1,1,-1.5103055265019492
97,36,1,1,-0.3388533801200866
98,61,0,1,1.2881634898547225
99,39,1,1,-0.1436113557231096
100,38,1,0,-0.2086920305221019
101,46,0,0,0.3119533678698369
102,29,0,1,-0.7944181037130331
103,46,0,1,0.3119533678698369
104,48,0,0,0.4421147174678216
105,33,1,0,-0.5340954045170637
106,27,0,0,-0.924579453311018
107,43,0,1,0.1167113434728598
108,24,0,0,-1.119821477707995
109,52,1,1,0.702437416663791
110,50,1,0,0.5722760670658064
111,25,0,0,-1.0547408029090026
112,24,1,0,-1.119821477707995
113,38,0,0,-0.2086920305221019
114,18,0,0,-1.5103055265019492
115,18,0,0,-1.5103055265019492
116,34,0,1,-0.4690147297180713
117,57,0,0,1.0278407906587528
118,43,0,0,0.1167113434728598
119,38,0,1,-0.2086920305221019
120,70,1,1,1.8738895630456531
121,35,0,0,-0.403934054919079
122,45,0,1,0.2468726930708445
123,46,0,0,0.3119533678698369
124,64,1,0,1.4834055142516993
125,27,0,0,-0.924579453311018
126,30,0,0,-0.7293374289140407
127,45,1,0,0.2468726930708445
128,37,1,1,-0.2737727053210943
129,46,0,0,0.3119533678698369
130,50,1,1,0.5722760670658064
131,82,1,1,2.654857660633562
132,40,1,1,-0.0785306809241172
133,39,1,1,-0.1436113557231096
134,27,0,0,-0.924579453311018
135,31,1,1,-0.6642567541150485
136,54,0,0,0.8325987662617758
137,52,1,1,0.702437416663791
138,20,0,0,-1.3801441769039644
139,29,0,0,-0.7944181037130331
140,34,1,0,-0.4690147297180713
141,38,0,0,-0.2086920305221019
142,38,0,0,-0.2086920305221019
143,28,0,0,-0.8594987785120255
144,42,0,0,0.0516306686738674
145,54,0,0,0.8325987662617758
146,54,0,0,0.8325987662617758
147,35,1,1,-0.403934054919079
148,55,0,0,0.8976794410607681
149,18,0,0,-1.5103055265019492
150,40,0,0,-0.0785306809241172
151,55,0,0,0.8976794410607681
152,44,0,0,0.1817920182718521
153,18,0,0,-1.5103055265019492
154,26,0,0,-0.9896601281100104
155,21,0,0,-1.315063502104972
156,58,0,0,1.0929214654577453
157,38,0,0,-0.2086920305221019
158,36,0,0,-0.3388533801200866
159,41,1,0,-0.0134500061251248
160,54,0,0,0.8325987662617758
161,26,0,0,-0.9896601281100104
162,27,0,0,-0.924579453311018
163,19,1,1,-1.445224851702957
164,54,0,0,0.8325987662617758
165,20,0,0,-1.3801441769039644
166,18,1,1,-1.5103055265019492
167,44,0,0,0.1817920182718521
168,63,0,0,1.418324839452707
169,39,0,0,-0.1436113557231096
170,31,0,0,-0.6642567541150485
171,38,0,0,-0.2086920305221019
172,48,1,1,0.4421147174678216
173,33,1,0,-0.5340954045170637
174,51,0,0,0.6373567418647987
175,48,0,0,0.4421147174678216
176,69,1,1,1.808808888246661
177,43,1,1,0.1167113434728598
178,85,1,0,2.8500996850305387
179,42,1,1,0.0516306686738674
180,26,1,1,-0.9896601281100104
181,29,0,0,-0.7944181037130331
182,57,1,1,1.0278407906587528
183,22,0,0,-1.2499828273059796
184,26,0,0,-0.9896601281100104
185,50,1,1,0.5722760670658064
186,43,0,0,0.1167113434728598
187,50,0,0,0.5722760670658064
188,61,1,1,1.2881634898547225
189,27,0,0,-0.924579453311018
190,52,0,0,0.702437416663791
191,62,0,0,1.3532441646537146
192,50,1,0,0.5722760670658064
193,85,0,0,2.8500996850305387
194,53,1,1,0.7675180914627834
195,69,0,0,1.808808888246661
196,32,0,1,-0.5991760793160561
197,18,0,0,-1.5103055265019492
198,46,0,0,0.3119533678698369
199,41,0,0,-0.0134500061251248
200,47,0,0,0.3770340426688293
201,18,0,0,-1.5103055265019492
202,37,0,0,-0.2737727053210943
203,37,1,0,-0.2737727053210943
204,18,1,1,-1.5103055265019492
205,39,1,1,-0.1436113557231096
206,56,1,1,0.9627601158597604
207,57,0,0,1.0278407906587528
208,73,0,1,2.0691315874426306
209,47,0,0,0.3770340426688293
210,18,0,0,-1.5103055265019492
211,26,0,1,-0.9896601281100104
212,50,0,0,0.5722760670658064
213,59,0,0,1.1580021402567375
214,59,0,0,1.1580021402567375
215,18,0,0,-1.5103055265019492
216,28,0,0,-0.8594987785120255
217,39,0,0,-0.1436113557231096
218,18,0,0,-1.5103055265019492
219,55,1,1,0.8976794410607681
220,18,0,0,-1.5103055265019492
221,38,0,0,-0.2086920305221019
222,26,0,0,-0.9896601281100104
223,21,1,1,-1.315063502104972
224,45,0,0,0.2468726930708445
225,44,0,0,0.1817920182718521
226,55,0,0,0.8976794410607681
227,48,0,0,0.4421147174678216
228,26,0,0,-0.9896601281100104
229,27,1,1,-0.924579453311018
230,18,1,1,-1.5103055265019492
231,73,0,0,2.0691315874426306
232,69,0,0,1.808808888246661
233,18,1,0,-1.5103055265019492
234,64,0,1,1.4834055142516993
235,18,1,0,-1.5103055265019492
236,18,0,0,-1.5103055265019492
237,40,0,0,-0.0785306809241172
238,26,1,1,-0.9896601281100104
239,28,0,0,-0.8594987785120255
240,62,1,1,1.3532441646537146
241,18,1,1,-1.5103055265019492
242,38,0,0,-0.2086920305221019
243,34,0,0,-0.4690147297180713
244,84,0,0,2.7850190102315464
245,58,0,0,1.0929214654577453
246,29,0,0,-0.7944181037130331
247,38,1,1,-0.2086920305221019
248,54,0,0,0.8325987662617758
249,26,0,1,-0.9896601281100104
250,51,1,1,0.6373567418647987
251,36,0,0,-0.3388533801200866
252,24,1,1,-1.119821477707995
253,47,1,1,0.3770340426688293
254,42,1,1,0.0516306686738674
255,29,0,0,-0.7944181037130331
256,59,0,0,1.1580021402567375
257,39,0,1,-0.1436113557231096
258,44,0,0,0.1817920182718521
259,51,0,0,0.6373567418647987
260,18,0,0,-1.5103055265019492
261,48,0,0,0.4421147174678216
262,32,0,0,-0.5991760793160561
263,55,0,0,0.8976794410607681
264,25,0,1,-1.0547408029090026
265,44,1,1,0.1817920182718521
266,21,0,1,-1.315063502104972
267,25,0,1,-1.0547408029090026
268,22,0,0,-1.2499828273059796
269,54,0,0,0.8325987662617758
270,27,0,0,-0.924579453311018
271,31,0,0,-0.6642567541150485
272,50,0,0,0.5722760670658064
273,49,1,0,0.507195392266814
274,41,1,1,-0.0134500061251248
275,53,0,0,0.7675180914627834
276,34,0,0,-0.4690147297180713
277,42,0,0,0.0516306686738674
278,67,1,1,1.6786475386486763
279,31,0,0,-0.6642567541150485
280,46,0,0,0.3119533678698369
281,26,0,0,-0.9896601281100104
282,26,1,1,-0.9896601281100104
283,59,1,0,1.1580021402567375
284,43,0,1,0.1167113434728598
285,57,0,0,1.0278407906587528
286,60,0,0,1.2230828150557298
287,18,1,1,-1.5103055265019492
288,30,0,1,-0.7293374289140407
289,22,0,0,-1.2499828273059796
290,54,0,0,0.8325987662617758
291,22,0,0,-1.2499828273059796
292,31,0,1,-0.6642567541150485
293,57,0,0,1.0278407906587528
294,46,0,0,0.3119533678698369
295,50,0,0,0.5722760670658064
296,44,0,0,0.1817920182718521
297,36,1,0,-0.3388533801200866
298,50,0,0,0.5722760670658064
299,38,0,0,-0.2086920305221019
300,27,0,0,-0.924579453311018
301,39,1,1,-0.1436113557231096
302,72,0,0,2.0040509126436383
303,55,1,1,0.8976794410607681
304,31,1,1,-0.6642567541150485
305,44,0,0,0.1817920182718521
306,55,1,0,0.8976794410607681
307,28,0,0,-0.8594987785120255
308,46,0,0,0.3119533678698369
309,56,0,0,0.9627601158597604
310,30,0,0,-0.7293374289140407
311,51,0,0,0.6373567418647987
312,18,0,0,-1.5103055265019492
313,18,0,0,-1.5103055265019492
314,49,1,1,0.507195392266814
315,57,0,1,1.0278407906587528
316,21,0,0,-1.315063502104972
317,38,1,1,-0.2086920305221019
318,55,0,0,0.8976794410607681
319,34,1,1,-0.4690147297180713
320,32,1,1,-0.5991760793160561
321,32,0,0,-0.5991760793160561
322,64,1,1,1.4834055142516993
323,47,0,0,0.3770340426688293
324,68,1,0,1.7437282134476688
325,48,1,1,0.4421147174678216
326,64,1,1,1.4834055142516993
327,46,0,0,0.3119533678698369
328,18,0,0,-1.5103055265019492
329,32,0,0,-0.5991760793160561
330,42,0,0,0.0516306686738674
331,44,0,0,0.1817920182718521
332,55,0,0,0.8976794410607681
333,58,0,0,1.0929214654577453
334,62,0,0,1.3532441646537146
335,84,0,0,2.7850190102315464
336,34,1,1,-0.4690147297180713
337,44,1,1,0.1817920182718521
338,39,0,1,-0.1436113557231096
339,37,0,0,-0.2737727053210943
340,18,0,0,-1.5103055265019492
341,68,1,1,1.7437282134476688
342,57,0,0,1.0278407906587528
343,51,0,1,0.6373567418647987
344,18,0,1,-1.5103055265019492
345,25,0,0,-1.0547408029090026
346,30,1,1,-0.7293374289140407
347,66,1,1,1.613566863849684
348,49,0,0,0.507195392266814
349,32,1,1,-0.5991760793160561
350,65,0,0,1.5484861890506916
351,38,0,0,-0.2086920305221019
352,34,0,0,-0.4690147297180713
353,49,0,1,0.507195392266814
354,42,0,0,0.0516306686738674
355,18,0,0,-1.5103055265019492
356,45,0,0,0.2468726930708445
357,41,0,1,-0.0134500061251248
358,46,0,0,0.3119533678698369
359,35,1,1,-0.403934054919079
360,54,0,0,0.8325987662617758
361,19,0,0,-1.445224851702957
362,40,0,1,-0.0785306809241172
363,18,0,1,-1.5103055265019492
364,60,1,0,1.2230828150557298
365,35,1,1,-0.403934054919079
366,55,0,0,0.8976794410607681
367,49,0,0,0.507195392266814
368,81,0,0,2.589776985834569
369,40,0,0,-0.0785306809241172
370,50,0,0,0.5722760670658064
371,39,0,0,-0.1436113557231096
372,23,0,0,-1.1849021525069874
373,19,1,1,-1.445224851702957
374,35,1,1,-0.403934054919079
375,31,0,0,-0.6642567541150485
376,34,0,1,-0.4690147297180713
377,40,0,0,-0.0785306809241172
378,55,0,0,0.8976794410607681
379,65,1,1,1.5484861890506916
380,68,0,0,1.7437282134476688
381,42,1,1,0.0516306686738674
382,33,0,0,-0.5340954045170637
383,55,0,1,0.8976794410607681
384,72,0,0,2.0040509126436383
385,45,1,1,0.2468726930708445
386,36,0,0,-0.3388533801200866
387,47,0,0,0.3770340426688293
388,37,1,0,-0.2737727053210943
389,18,0,0,-1.5103055265019492
390,56,0,0,0.9627601158597604
391,27,0,0,-0.924579453311018
392,18,1,0,-1.5103055265019492
393,27,1,1,-0.924579453311018
394,57,1,0,1.0278407906587528
395,35,1,1,-0.403934054919079
396,27,0,0,-0.924579453311018
397,38,0,0,-0.2086920305221019
398,33,0,1,-0.5340954045170637
399,35,0,0,-0.403934054919079
400,40,0,0,-0.0785306809241172
401,48,0,0,0.4421147174678216
402,27,0,1,-0.924579453311018
403,18,1,0,-1.5103055265019492
404,64,0,0,1.4834055142516993
405,42,0,0,0.0516306686738674
406,26,0,0,-0.9896601281100104
407,56,0,0,0.9627601158597604
408,46,0,0,0.3119533678698369
409,27,0,0,-0.924579453311018
410,24,1,1,-1.119821477707995
411,36,0,1,-0.3388533801200866
412,20,0,0,-1.3801441769039644
413,53,0,0,0.7675180914627834
414,30,1,1,-0.7293374289140407
415,45,1,1,0.2468726930708445
416,32,0,0,-0.5991760793160561
417,23,0,0,-1.1849021525069874
418,22,0,0,-1.2499828273059796
419,34,1,1,-0.4690147297180713
420,40,1,0,-0.0785306809241172
421,26,1,1,-0.9896601281100104
422,37,1,0,-0.2737727053210943
423,30,0,0,-0.7293374289140407
424,49,0,0,0.507195392266814
425,43,0,0,0.1167113434728598
426,22,0,0,-1.2499828273059796
427,37,1,1,-0.2737727053210943
428,48,1,1,0.4421147174678216
429,18,0,0,-1.5103055265019492
430,18,1,1,-1.5103055265019492
431,55,0,0,0.8976794410607681
432,43,0,0,0.1167113434728598
433,55,0,0,0.8976794410607681
434,18,0,0,-1.5103055265019492
435,28,0,0,-0.8594987785120255
436,30,1,1,-0.7293374289140407
437,33,1,1,-0.5340954045170637
438,27,1,0,-0.924579453311018
439,50,0,0,0.5722760670658064
440,18,1,1,-1.5103055265019492
441,37,0,0,-0.2737727053210943
442,46,1,0,0.3119533678698369
443,59,0,0,1.1580021402567375
444,42,1,1,0.0516306686738674
445,68,0,0,1.7437282134476688
446,46,0,0,0.3119533678698369
447,42,1,1,0.0516306686738674
448,28,1,1,-0.8594987785120255
449,31,1,1,-0.6642567541150485
450,30,1,1,-0.7293374289140407
451,18,0,0,-1.5103055265019492
452,46,0,0,0.3119533678698369
453,49,0,0,0.507195392266814
454,53,0,0,0.7675180914627834
455,30,0,1,-0.7293374289140407
456,48,1,1,0.4421147174678216
457,34,1,0,-0.4690147297180713
458,52,0,0,0.702437416663791
459,40,1,1,-0.0785306809241172
460,75,1,0,2.199292937040615
461,18,0,0,-1.5103055265019492
462,30,0,0,-0.7293374289140407
463,29,0,0,-0.7944181037130331
464,47,0,0,0.3770340426688293
465,45,0,0,0.2468726930708445
466,45,0,0,0.2468726930708445
467,54,1,1,0.8325987662617758
468,45,1,1,0.2468726930708445
469,51,0,0,0.6373567418647987
470,50,0,0,0.5722760670658064
471,41,1,1,-0.0134500061251248
472,55,1,0,0.8976794410607681
473,34,1,1,-0.4690147297180713
474,51,0,0,0.6373567418647987
475,76,0,1,2.2643736118396074
476,38,1,0,-0.2086920305221019
477,37,0,0,-0.2737727053210943
478,37,0,0,-0.2737727053210943
479,69,0,0,1.808808888246661
480,42,0,1,0.0516306686738674
481,37,1,1,-0.2737727053210943
482,36,1,1,-0.3388533801200866
483,73,0,0,2.0691315874426306
484,18,0,0,-1.5103055265019492
485,57,0,0,1.0278407906587528
486,46,0,0,0.3119533678698369
487,64,0,0,1.4834055142516993
488,28,0,0,-0.8594987785120255
489,25,0,0,-1.0547408029090026
490,75,0,0,2.199292937040615
491,33,1,1,-0.5340954045170637
492,34,1,0,-0.4690147297180713
493,31,1,1,-0.6642567541150485
494,33,1,0,-0.5340954045170637
495,23,0,0,-1.1849021525069874
496,38,1,0,-0.2086920305221019
497,54,0,1,0.8325987662617758
498,48,0,1,0.4421147174678216
499,45,0,0,0.2468726930708445
500,50,0,0,0.5722760670658064
501,52,1,0,0.702437416663791
502,30,0,0,-0.7293374289140407
503,67,1,1,1.6786475386486763
504,18,1,0,-1.5103055265019492
505,40,0,1,-0.0785306809241172
506,18,1,1,-1.5103055265019492
507,18,0,0,-1.5103055265019492
508,42,0,1,0.0516306686738674
509,53,0,0,0.7675180914627834
510,36,0,0,-0.3388533801200866
511,53,0,0,0.7675180914627834
512,24,1,1,-1.119821477707995
513,77,1,1,2.3294542866386
514,27,1,0,-0.924579453311018
515,50,1,0,0.5722760670658064
516,72,0,1,2.0040509126436383
517,27,1,1,-0.924579453311018
518,45,0,0,0.2468726930708445
519,20,1,1,-1.3801441769039644
520,38,0,0,-0.2086920305221019
521,20,0,0,-1.3801441769039644
522,18,0,0,-1.5103055265019492
523,29,0,0,-0.7944181037130331
524,34,1,1,-0.4690147297180713
525,20,0,0,-1.3801441769039644
526,56,1,1,0.9627601158597604
527,18,1,0,-1.5103055265019492
528,37,0,0,-0.2737727053210943
529,18,0,0,-1.5103055265019492
530,77,0,0,2.3294542866386
531,68,1,1,1.7437282134476688
532,34,0,0,-0.4690147297180713
533,43,0,0,0.1167113434728598
534,43,1,0,0.1167113434728598
535,46,0,0,0.3119533678698369
536,47,1,1,0.3770340426688293
537,38,1,0,-0.2086920305221019
538,52,0,0,0.702437416663791
539,44,0,0,0.1817920182718521
540,54,0,0,0.8325987662617758
541,45,1,1,0.2468726930708445
542,59,1,1,1.1580021402567375
543,32,1,1,-0.5991760793160561
544,39,0,0,-0.1436113557231096
545,48,0,0,0.4421147174678216
546,18,0,0,-1.5103055265019492
547,32,0,0,-0.5991760793160561
548,42,0,0,0.0516306686738674
549,37,1,0,-0.2737727053210943
550,32,1,1,-0.5991760793160561
551,46,0,0,0.3119533678698369
552,27,0,0,-0.924579453311018
553,18,0,1,-1.5103055265019492
554,49,0,1,0.507195392266814
555,66,1,1,1.613566863849684
556,35,1,1,-0.403934054919079
557,30,0,0,-0.7293374289140407
558,37,1,0,-0.2737727053210943
559,67,0,0,1.6786475386486763
560,18,0,0,-1.5103055265019492
561,22,0,0,-1.2499828273059796
562,41,0,0,-0.0134500061251248
563,23,0,0,-1.1849021525069874
564,26,0,0,-0.9896601281100104
565,23,0,0,-1.1849021525069874
566,40,1,0,-0.0785306809241172
567,46,1,1,0.3119533678698369
568,69,0,0,1.808808888246661
569,27,0,0,-0.924579453311018
570,41,0,0,-0.0134500061251248
571,18,0,0,-1.5103055265019492
572,44,0,0,0.1817920182718521
573,23,0,0,-1.1849021525069874
574,28,1,0,-0.8594987785120255
575,18,0,0,-1.5103055265019492
576,18,0,0,-1.5103055265019492
577,28,1,1,-0.8594987785120255
578,30,0,0,-0.7293374289140407
579,50,1,0,0.5722760670658064
580,50,1,0,0.5722760670658064
581,18,1,0,-1.5103055265019492
582,46,0,0,0.3119533678698369
583,31,0,0,-0.6642567541150485
584,22,0,0,-1.2499828273059796
585,32,1,1,-0.5991760793160561
586,45,1,0,0.2468726930708445
587,45,0,1,0.2468726930708445
588,34,0,0,-0.4690147297180713
589,58,0,0,1.0929214654577453
590,58,0,1,1.0929214654577453
591,60,0,0,1.2230828150557298
592,38,1,0,-0.2086920305221019
593,23,0,0,-1.1849021525069874
594,53,0,0,0.7675180914627834
595,64,0,0,1.4834055142516993
596,24,0,0,-1.119821477707995
597,18,1,0,-1.5103055265019492
598,48,0,0,0.4421147174678216
599,49,1,0,0.507195392266814
600,66,1,1,1.613566863849684
601,58,1,1,1.0929214654577453
602,59,1,1,1.1580021402567375
603,43,0,1,0.1167113434728598
604,63,1,0,1.418324839452707
605,29,0,0,-0.7944181037130331
606,24,0,0,-1.119821477707995
607,45,0,0,0.2468726930708445
608,76,1,1,2.2643736118396074
609,49,0,1,0.507195392266814
610,44,0,0,0.1817920182718521
611,29,0,0,-0.7944181037130331
612,38,0,0,-0.2086920305221019
613,77,0,1,2.3294542866386
614,41,0,0,-0.0134500061251248
615,44,0,0,0.1817920182718521
616,34,1,0,-0.4690147297180713
617,46,0,0,0.3119533678698369
618,50,0,0,0.5722760670658064
619,29,1,1,-0.7944181037130331
620,30,0,0,-0.7293374289140407
621,35,0,0,-0.403934054919079
622,45,1,1,0.2468726930708445
623,47,0,0,0.3770340426688293
624,46,0,0,0.3119533678698369
625,52,0,1,0.702437416663791
626,20,1,1,-1.3801441769039644
627,64,0,1,1.4834055142516993
628,18,0,0,-1.5103055265019492
629,35,0,0,-0.403934054919079
630,52,1,1,0.702437416663791
631,46,1,0,0.3119533678698369
632,35,0,0,-0.403934054919079
633,18,0,0,-1.5103055265019492
634,18,1,1,-1.5103055265019492
635,33,0,0,-0.5340954045170637
636,52,0,0,0.702437416663791
637,53,1,0,0.7675180914627834
638,63,1,0,1.418324839452707
639,43,0,0,0.1167113434728598
640,32,1,1,-0.5991760793160561
641,54,0,0,0.8325987662617758
642,37,0,1,-0.2737727053210943
643,46,0,0,0.3119533678698369
644,54,1,1,0.8325987662617758
645,63,0,1,1.418324839452707
646,50,1,0,0.5722760670658064
647,58,1,1,1.0929214654577453
648,29,1,1,-0.7944181037130331
649,39,0,0,-0.1436113557231096
650,20,0,0,-1.3801441769039644
651,57,1,1,1.0278407906587528
652,38,0,0,-0.2086920305221019
653,56,1,1,0.9627601158597604
654,33,1,1,-0.5340954045170637
655,24,0,1,-1.119821477707995
656,50,1,1,0.5722760670658064
657,45,0,0,0.2468726930708445
658,31,0,0,-0.6642567541150485
659,40,1,1,-0.0785306809241172
660,64,0,0,1.4834055142516993
661,45,0,1,0.2468726930708445
662,29,1,1,-0.7944181037130331
663,18,1,1,-1.5103055265019492
664,30,0,0,-0.7293374289140407
665,43,0,0,0.1167113434728598
666,52,0,0,0.702437416663791
667,18,0,0,-1.5103055265019492
668,30,0,1,-0.7293374289140407
669,45,0,0,0.2468726930708445
670,41,1,1,-0.0134500061251248
671,61,0,1,1.2881634898547225
672,56,1,1,0.9627601158597604
673,54,0,1,0.8325987662617758
674,49,0,0,0.507195392266814
675,41,0,0,-0.0134500061251248
676,55,1,1,0.8976794410607681
677,49,1,1,0.507195392266814
678,27,0,0,-0.924579453311018
679,57,0,0,1.0278407906587528
680,44,0,0,0.1817920182718521
681,55,0,0,0.8976794410607681
682,33,1,1,-0.5340954045170637
683,41,1,0,-0.0134500061251248
684,39,0,1,-0.1436113557231096
685,62,1,1,1.3532441646537146
686,18,1,1,-1.5103055265019492
687,18,0,0,-1.5103055265019492
688,21,1,0,-1.315063502104972
689,21,0,0,-1.315063502104972
690,20,0,0,-1.3801441769039644
691,58,0,0,1.0929214654577453
692,49,0,0,0.507195392266814
693,26,1,1,-0.9896601281100104
694,48,1,0,0.4421147174678216
695,61,0,0,1.2881634898547225
696,21,0,0,-1.315063502104972
697,54,1,1,0.8325987662617758
698,43,0,0,0.1167113434728598
699,18,0,0,-1.5103055265019492
700,23,0,0,-1.1849021525069874
701,44,0,0,0.1817920182718521
702,67,1,1,1.6786475386486763
703,51,0,1,0.6373567418647987
704,48,0,0,0.4421147174678216
705,47,0,0,0.3770340426688293
706,35,0,1,-0.403934054919079
707,51,0,0,0.6373567418647987
708,36,0,0,-0.3388533801200866
709,28,0,0,-0.8594987785120255
710,18,1,1,-1.5103055265019492
711,42,1,1,0.0516306686738674
712,59,0,0,1.1580021402567375
713,26,1,1,-0.9896601281100104
714,25,0,1,-1.0547408029090026
715,33,0,1,-0.5340954045170637
716,32,0,0,-0.5991760793160561
717,18,1,1,-1.5103055265019492
718,50,0,0,0.5722760670658064
719,27,0,0,-0.924579453311018
720,52,0,0,0.702437416663791
721,31,1,1,-0.6642567541150485
722,29,1,0,-0.7944181037130331
723,32,1,1,-0.5991760793160561
724,51,1,0,0.6373567418647987
725,20,0,0,-1.3801441769039644
726,53,1,1,0.7675180914627834
727,46,0,0,0.3119533678698369
728,27,1,1,-0.924579453311018
729,26,1,1,-0.9896601281100104
730,48,0,0,0.4421147174678216
731,32,0,0,-0.5991760793160561
732,18,0,0,-1.5103055265019492
733,30,0,0,-0.7293374289140407
734,26,0,0,-0.9896601281100104
735,65,1,1,1.5484861890506916
736,20,1,1,-1.3801441769039644
737,53,0,0,0.7675180914627834
738,38,0,0,-0.2086920305221019
739,35,0,0,-0.403934054919079
740,45,0,0,0.2468726930708445
741,31,0,0,-0.6642567541150485
742,80,0,0,2.524696311035577
743,57,1,1,1.0278407906587528
744,29,0,1,-0.7944181037130331
745,40,1,0,-0.0785306809241172
746,18,1,0,-1.5103055265019492
747,51,1,1,0.6373567418647987
748,54,0,0,0.8325987662617758
749,23,0,1,-1.1849021525069874
750,59,1,1,1.1580021402567375
751,41,1,1,-0.0134500061251248
752,51,1,1,0.6373567418647987
753,50,0,0,0.5722760670658064
754,27,0,0,-0.924579453311018
755,70,0,1,1.8738895630456531
756,63,1,1,1.418324839452707
757,57,0,0,1.0278407906587528
758,48,0,0,0.4421147174678216
759,85,0,0,2.8500996850305387
760,48,0,0,0.4421147174678216
761,65,1,0,1.5484861890506916
762,41,1,1,-0.0134500061251248
763,20,1,0,-1.3801441769039644
764,36,1,1,-0.3388533801200866
765,45,0,0,0.2468726930708445
766,50,0,1,0.5722760670658064
767,50,0,0,0.5722760670658064
768,37,1,0,-0.2737727053210943
769,60,1,1,1.2230828150557298
770,21,1,0,-1.315063502104972
771,38,1,1,-0.2086920305221019
772,41,0,1,-0.0134500061251248
773,46,0,0,0.3119533678698369
774,44,0,0,0.1817920182718521
775,75,0,0,2.199292937040615
776,49,0,0,0.507195392266814
777,69,0,0,1.808808888246661
778,49,0,0,0.507195392266814
779,26,0,0,-0.9896601281100104
780,34,0,0,-0.4690147297180713
781,51,1,1,0.6373567418647987
782,28,1,1,-0.8594987785120255
783,37,0,0,-0.2737727053210943
784,49,1,0,0.507195392266814
785,57,0,0,1.0278407906587528
786,38,0,0,-0.2086920305221019
787,47,1,1,0.3770340426688293
788,48,0,0,0.4421147174678216
789,39,0,0,-0.1436113557231096
790,42,1,1,0.0516306686738674
791,28,1,1,-0.8594987785120255
792,37,0,0,-0.2737727053210943
793,48,1,1,0.4421147174678216
794,40,1,1,-0.0785306809241172
795,36,0,0,-0.3388533801200866
796,38,0,1,-0.2086920305221019
797,82,0,0,2.654857660633562
798,32,0,0,-0.5991760793160561
799,48,0,1,0.4421147174678216
800,56,0,1,0.9627601158597604
801,56,0,0,0.9627601158597604
802,53,1,1,0.7675180914627834
803,31,0,0,-0.6642567541150485
